GIST Output v4 spacing=0.5000 center=39.484000,35.880000,33.355000 dims=25,31,47 
voxel xcoord ycoord zcoord population g_O g_H dTStrans-dens(kcal/mol/A^3) dTStrans-norm(kcal/mol) dTSorient-dens(kcal/mol/A^3) dTSorient-norm(kcal/mol) dTSsix-dens(kcal/mol/A^3) dTSsix-norm(kcal/mol) Esw-dens(kcal/mol/A^3) Esw-norm(kcal/mol) Eww-dens(kcal/mol/A^3) Eww-norm-unref(kcal/mol) Dipole_x-dens(D/A^3) Dipole_y-dens(D/A^3) Dipole_z-dens(D/A^3) Dipole-dens(D/A^3) neighbor-dens(1/A^3) neighbor-norm order-norm
35495 45.484 33.88 26.855 1 0 1.06587 0 0 0 0 0 0 -0.00268303 -3.35379 -0.00527476 -6.59345 -0.00146837 -0.000174783 0.00115754 0.00187791 0.0032 4 0 
35496 45.484 33.88 27.355 0 0 2.19162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35497 45.484 33.88 27.855 0 0 1.97605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35498 45.484 33.88 28.355 1 0 1.31737 0 0 0 0 0 0 -0.00793342 -9.91677 -0.00466818 -5.83523 -0.000304201 0.00177231 0.000541234 0.00187791 0.0024 3 0 
35499 45.484 33.88 28.855 21 0.311377 1.12575 0 0 -0.0196654 -1.17056 0 0 -0.0752013 -4.47627 -0.125285 -7.45744 -0.0186535 0.0153633 -0.0118521 0.0269157 0.0504 3 0 
35500 45.484 33.88 29.355 31 0.45509 0.682635 0 0 -0.034551 -1.39319 0 0 -0.144067 -5.80916 -0.13845 -5.58264 -0.0239777 0.0316661 -0.0160868 0.0428539 0.0616 2.48387 0 
35501 45.484 33.88 29.855 10 0.335329 0.491018 0 0 -0.00961931 -1.20241 0 0 -0.0152316 -1.90394 -0.0466816 -5.8352 -0.0131413 0.00660682 -0.00768865 0.016597 0.0176 2.2 0 
35502 45.484 33.88 30.355 1 0.0239521 0.263473 0 0 0 0 0 0 -0.00253963 -3.17454 -0.00321802 -4.02252 -0.000171691 0.000494502 -0.00180347 0.00187791 0.0024 3 0 
35503 45.484 33.88 30.855 0 0 0.0598802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35504 45.484 33.88 31.355 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35505 45.484 33.88 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35506 45.484 33.88 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35507 45.484 33.88 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35508 45.484 33.88 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35509 45.484 33.88 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35510 45.484 33.88 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35511 45.484 33.88 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35512 45.484 33.88 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35513 45.484 33.88 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35514 45.484 33.88 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35515 45.484 33.88 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35516 45.484 33.88 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35517 45.484 33.88 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35518 45.484 33.88 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35519 45.484 33.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35520 45.484 33.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35521 45.484 33.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35522 45.484 33.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35523 45.484 33.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35524 45.484 33.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35525 45.484 33.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35526 45.484 33.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35527 45.484 33.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35528 45.484 33.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35529 45.484 33.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35530 45.484 33.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35531 45.484 33.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35532 45.484 34.38 21.855 3 0.0718563 1.58084 0 0 0.00219535 0.914729 0 0 -0.0085116 -3.5465 -0.0169616 -7.06733 -0.000384653 -0.00191454 -0.00013761 0.00195764 0.0112 4.66667 0 
35533 45.484 34.38 22.355 9 0.191617 1.11377 0 0 -0.00138931 -0.19296 0 0 -0.0102919 -1.42943 -0.0616998 -8.56942 -0.00282038 0.00261126 0.0053541 0.00659088 0.04 5.55556 0 
35534 45.484 34.38 22.855 11 0.215569 1.22156 0 0 -0.0100209 -1.13874 0 0 -0.0253444 -2.88004 -0.0735852 -8.36196 0.00478709 0.0026607 0.00596076 0.00809483 0.0464 5.27273 0 
35535 45.484 34.38 23.355 23 0.526946 1.26946 0 0 -0.0106827 -0.580581 0 0 -0.0644495 -3.50269 -0.144642 -7.86097 0.012439 -0.00242745 0.0108987 0.0167153 0.0912 4.95652 0 
35536 45.484 34.38 23.855 43 1.24551 1.37725 0 0 -0.0395114 -1.14859 0 0 -0.102684 -2.98501 -0.296016 -8.60512 0.0119766 0.0220359 0.0227556 0.033865 0.1656 4.81395 0 
35537 45.484 34.38 24.355 72 1.72455 1.13772 0 0 -0.0466813 -0.810439 0 0 -0.17786 -3.08784 -0.49946 -8.67118 0.0260856 0.0328947 0.0352411 0.054813 0.2888 5.01389 0 
35538 45.484 34.38 24.855 61 1.1976 1.36527 0 0 -0.0277481 -0.568609 0 0 -0.230001 -4.71313 -0.351045 -7.19355 0.0254592 0.0151858 0.041356 0.0508832 0.216 4.42623 0 
35539 45.484 34.38 25.355 121 3.32934 1.24551 0 0 -0.150672 -1.55653 0 0 -0.750638 -7.75452 -0.607692 -6.27781 -0.0505391 0.0493685 0.13438 0.151821 0.3696 3.81818 0 
35540 45.484 34.38 25.855 108 2.10778 0.586826 0 0 -0.153077 -1.77173 0 0 -0.703769 -8.14548 -0.541166 -6.2635 -0.0484547 0.0460471 0.113735 0.131924 0.3168 3.66667 0 
35541 45.484 34.38 26.355 4 0.0718563 0.431138 0 0 -0.0052286 -1.63394 0 0 -0.0227585 -7.11202 -0.0184777 -5.77427 -0.00164547 -0.00152373 0.00532519 0.00577815 0.0112 3.5 0 
35542 45.484 34.38 26.855 0 0 1.16168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35543 45.484 34.38 27.355 0 0 1.18563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35544 45.484 34.38 27.855 0 0 1.31737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35545 45.484 34.38 28.355 0 0 3.49701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35546 45.484 34.38 28.855 4 0.0479042 4.5509 0 0 -0.00814198 -2.54437 0 0 -0.0259388 -8.10589 -0.0128755 -4.02359 -0.00264408 0.00653286 -0.00122243 0.00715288 0.0112 3.5 0 
35547 45.484 34.38 29.355 108 1.98802 2.63473 0 0 -0.13393 -1.55012 0 0 -0.467601 -5.41205 -0.520938 -6.02938 -0.108664 0.0997747 -0.0789737 0.167331 0.2288 2.64815 0 
35548 45.484 34.38 29.855 189 4.28743 1.31737 0 0 -0.236142 -1.56179 0 0 -0.518399 -3.42857 -1.00726 -6.66177 -0.262316 0.108319 -0.126416 0.310683 0.3768 2.49206 0 
35549 45.484 34.38 30.355 73 1.72455 0.658683 0 0 -0.0838115 -1.43513 0 0 -0.104932 -1.79678 -0.425225 -7.28125 -0.0970148 0.0161573 -0.0489243 0.109848 0.1496 2.56164 0 
35550 45.484 34.38 30.855 14 0.191617 0.275449 0 0 -0.0135011 -1.20545 0 0 -0.0282159 -2.51928 -0.0660096 -5.89372 -0.0153187 0.0132374 -0.00129419 0.0202871 0.0272 2.42857 0 
35551 45.484 34.38 31.355 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35552 45.484 34.38 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35553 45.484 34.38 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35554 45.484 34.38 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35555 45.484 34.38 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35556 45.484 34.38 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35557 45.484 34.38 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35558 45.484 34.38 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35559 45.484 34.38 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35560 45.484 34.38 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35561 45.484 34.38 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35562 45.484 34.38 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35563 45.484 34.38 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35564 45.484 34.38 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35565 45.484 34.38 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35566 45.484 34.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35567 45.484 34.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35568 45.484 34.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35569 45.484 34.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35570 45.484 34.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35571 45.484 34.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35572 45.484 34.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35573 45.484 34.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35574 45.484 34.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35575 45.484 34.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35576 45.484 34.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35577 45.484 34.38 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35578 45.484 34.38 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35579 45.484 34.88 21.855 18 0.311377 4.58683 0 0 -0.00711901 -0.494375 0 0 -0.12233 -8.49514 -0.0824077 -5.72276 -0.00315558 -0.0202369 -0.00358074 0.0207921 0.0672 4.66667 0 
35580 45.484 34.88 22.355 55 0.742515 2.83832 0 0 -0.0344114 -0.782078 0 0 -0.461318 -10.4845 -0.239546 -5.44423 -0.00928112 -0.0775565 0.0115333 0.0789568 0.2008 4.56364 0 
35581 45.484 34.88 22.855 61 1.17365 2.27545 0 0 -0.0308684 -0.632548 0 0 -0.47721 -9.7789 -0.263115 -5.3917 0.00277594 -0.0687675 0.0285521 0.0745111 0.22 4.5082 0 
35582 45.484 34.88 23.355 50 1.22156 1.96407 0 0 -0.0303349 -0.758373 0 0 -0.30301 -7.57526 -0.239603 -5.99009 0.0196867 -0.0225788 0.0349038 0.0459961 0.188 4.7 0 
35583 45.484 34.88 23.855 96 2.03593 1.53293 0 0 -0.0595908 -0.775921 0 0 -0.377099 -4.91014 -0.590625 -7.69043 0.0529566 0.0131451 0.0572452 0.0790835 0.372 4.84375 0 
35584 45.484 34.88 24.355 83 1.7006 1.64072 0 0 -0.0535941 -0.80714 0 0 -0.342015 -5.15083 -0.479839 -7.22649 0.0674206 0.011996 0.0412009 0.0799184 0.2952 4.44578 0 
35585 45.484 34.88 24.855 60 1.67665 2.92216 0 0 -0.0285337 -0.594451 0 0 -0.229169 -4.77435 -0.33384 -6.95499 0.00102938 -0.0105025 0.0276135 0.0295613 0.1912 3.98333 0 
35586 45.484 34.88 25.355 130 3.4012 2.8982 0 0 -0.143221 -1.37713 0 0 -0.911346 -8.76295 -0.554464 -5.33139 -0.0418345 -0.00759429 0.138395 0.144779 0.3416 3.28462 0 
35587 45.484 34.88 25.855 63 1.1976 0.57485 0 0 -0.0851292 -1.68907 0 0 -0.458069 -9.08866 -0.269701 -5.35121 -0.0258651 0.00277284 0.0697528 0.0744456 0.1616 3.20635 0 
35588 45.484 34.88 26.355 1 0.0239521 0.946108 0 0 0 0 0 0 -0.0106977 -13.3721 -0.000923794 -1.15474 -1.46127e-05 0.000406276 0.00183337 0.0018779 0.0024 3 0 
35589 45.484 34.88 26.855 0 0 2.34731 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35590 45.484 34.88 27.355 0 0 0.862275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35591 45.484 34.88 27.855 0 0 0.526946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35592 45.484 34.88 28.355 0 0 1.61677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35593 45.484 34.88 28.855 1 0 3.88024 0 0 0 0 0 0 -0.00591589 -7.39486 -0.00440751 -5.50939 -0.00106234 0.00147717 -0.000464674 0.0018779 0.0008 1 0 
35594 45.484 34.88 29.355 246 3.59281 3.80838 0 0 -0.429691 -2.18339 0 0 -1.39434 -7.08505 -1.07522 -5.4635 -0.204047 0.2617 -0.27352 0.430041 0.4872 2.47561 0 
35595 45.484 34.88 29.855 846 17.7246 1.46108 0 0 -1.15335 -1.70412 0 0 -2.94806 -4.35588 -4.46664 -6.59965 -1.05961 0.503684 -0.728677 1.3811 1.624 2.39953 0 
35596 45.484 34.88 30.355 503 12.7904 0.922156 0 0 -0.682597 -1.69631 0 0 -1.33915 -3.3279 -2.68674 -6.67678 -0.681266 0.170616 -0.380888 0.798943 0.9296 2.31014 0 
35597 45.484 34.88 30.855 45 1.17365 0.215569 0 0 -0.0435486 -1.20968 0 0 -0.0942586 -2.61829 -0.221703 -6.15842 -0.0440754 0.00858133 -0.0301701 0.0540973 0.088 2.44444 0 
35598 45.484 34.88 31.355 1 0.0239521 0.0479042 0 0 0 0 0 0 -0.000487152 -0.60894 -0.00648407 -8.10508 -0.00132107 -0.000800567 -0.00106789 0.00187791 0.0024 3 0 
35599 45.484 34.88 31.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35600 45.484 34.88 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35601 45.484 34.88 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35602 45.484 34.88 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35603 45.484 34.88 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35604 45.484 34.88 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35605 45.484 34.88 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35606 45.484 34.88 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35607 45.484 34.88 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35608 45.484 34.88 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35609 45.484 34.88 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35610 45.484 34.88 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35611 45.484 34.88 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35612 45.484 34.88 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35613 45.484 34.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35614 45.484 34.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35615 45.484 34.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35616 45.484 34.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35617 45.484 34.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35618 45.484 34.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35619 45.484 34.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35620 45.484 34.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35621 45.484 34.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35622 45.484 34.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35623 45.484 34.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35624 45.484 34.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35625 45.484 34.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35626 45.484 35.38 21.855 430 9.58084 1.4012 0 0 -0.364191 -1.05869 0 0 -4.13816 -12.0295 -1.73027 -5.02986 0.0203788 -0.639557 -0.198713 0.670026 1.432 4.16279 0 
35627 45.484 35.38 22.355 200 5.65269 0.383234 0 0 -0.14998 -0.937372 0 0 -1.90818 -11.9262 -0.779648 -4.8728 0.0018838 -0.302813 -0.00238587 0.302828 0.6424 4.015 0 
35628 45.484 35.38 22.855 57 1.55689 0.419162 0 0 -0.0516612 -1.13292 0 0 -0.537213 -11.781 -0.203556 -4.46394 0.00161197 -0.0794007 0.0315167 0.0854423 0.1928 4.22807 0 
35629 45.484 35.38 23.355 16 0.598802 0.491018 0 0 -0.0140792 -1.09994 0 0 -0.138734 -10.8386 -0.0623807 -4.87349 0.00832301 -0.0101504 0.0181482 0.0223978 0.0592 4.625 0 
35630 45.484 35.38 23.855 19 0.311377 0.826347 0 0 -0.0172213 -1.13298 0 0 -0.148091 -9.74282 -0.0806299 -5.3046 0.00823824 -0.00525039 0.0215476 0.0236587 0.0672 4.42105 0 
35631 45.484 35.38 24.355 16 0.45509 1.37725 0 0 -0.00797912 -0.623369 0 0 -0.0488422 -3.8158 -0.0937176 -7.32169 0.00798297 -0.00860731 0.00194097 0.0118988 0.0488 3.8125 0 
35632 45.484 35.38 24.855 31 0.886228 3.13772 0 0 -0.0191619 -0.772659 0 0 -0.177425 -7.15424 -0.124536 -5.02161 0.0193244 -0.0141681 0.0184989 0.0302717 0.0848 3.41935 0 
35633 45.484 35.38 25.355 174 4.28743 2.56287 0 0 -0.194313 -1.39592 0 0 -1.42844 -10.2618 -0.554755 -3.98531 -0.0227507 -0.0621695 0.188792 0.200063 0.4248 3.05172 0 
35634 45.484 35.38 25.855 85 1.7006 0.706587 0 0 -0.123365 -1.8142 0 0 -0.790577 -11.6261 -0.211807 -3.11481 -0.0191015 -0.0241252 0.108982 0.113243 0.1864 2.74118 0 
35635 45.484 35.38 26.355 4 0.0718563 2.38323 0 0 -0.00475481 -1.48588 0 0 -0.0423575 -13.2367 -0.00563577 -1.76118 -0.00177161 0.00213998 0.0066677 0.00722332 0.008 2.5 0 
35636 45.484 35.38 26.855 0 0 2.2515 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35637 45.484 35.38 27.355 0 0 0.227545 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35638 45.484 35.38 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35639 45.484 35.38 28.355 0 0 0.0239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35640 45.484 35.38 28.855 0 0 1.25749 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35641 45.484 35.38 29.355 8 0.0718563 5.00599 0 0 -0.0165167 -2.58073 0 0 -0.0414932 -6.48331 -0.0301901 -4.7172 -0.0050394 0.00726273 -0.0114277 0.0144477 0.0136 2.125 0 
35642 45.484 35.38 29.855 230 3.9521 1.50898 0 0 -0.333927 -1.81482 0 0 -0.904606 -4.91634 -1.10988 -6.03196 -0.231923 0.147201 -0.264918 0.381625 0.42 2.28261 0 
35643 45.484 35.38 30.355 477 11.4491 0.275449 0 0 -0.718524 -1.88292 0 0 -1.63774 -4.29176 -2.34788 -6.15272 -0.566695 0.16565 -0.51412 0.782881 0.8632 2.26205 0 
35644 45.484 35.38 30.855 54 1.77246 0.155689 0 0 -0.066989 -1.55067 0 0 -0.177256 -4.10314 -0.229225 -5.30614 -0.0420927 4.1595e-05 -0.0470208 0.0631091 0.0944 2.18519 0 
35645 45.484 35.38 31.355 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35646 45.484 35.38 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35647 45.484 35.38 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35648 45.484 35.38 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35649 45.484 35.38 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35650 45.484 35.38 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35651 45.484 35.38 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35652 45.484 35.38 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35653 45.484 35.38 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35654 45.484 35.38 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35655 45.484 35.38 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35656 45.484 35.38 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35657 45.484 35.38 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35658 45.484 35.38 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35659 45.484 35.38 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35660 45.484 35.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35661 45.484 35.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35662 45.484 35.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35663 45.484 35.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35664 45.484 35.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35665 45.484 35.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35666 45.484 35.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35667 45.484 35.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35668 45.484 35.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35669 45.484 35.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35670 45.484 35.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35671 45.484 35.38 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35672 45.484 35.38 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35673 45.484 35.88 21.855 64 3.35329 0.011976 0 0 -0.0627919 -1.2264 0 0 -0.586815 -11.4612 -0.276586 -5.40206 -0.00219247 -0.0895494 -0.0500662 0.102618 0.1936 3.78125 0 
35674 45.484 35.88 22.355 0 0.0239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35675 45.484 35.88 22.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35676 45.484 35.88 23.355 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35677 45.484 35.88 23.855 0 0 0.0838323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35678 45.484 35.88 24.355 0 0 0.239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35679 45.484 35.88 24.855 5 0.143713 0.718563 0 0 0.000538229 0.134557 0 0 -0.036819 -9.20476 -0.00331604 -0.829009 0.00591708 0.000224421 0.0050824 0.0078034 0.0128 3.2 0 
35680 45.484 35.88 25.355 90 2.49102 0.838323 0 0 -0.0938467 -1.30343 0 0 -0.842771 -11.7051 -0.155255 -2.15632 0.0192067 -0.0431142 0.103218 0.113497 0.1816 2.52222 0 
35681 45.484 35.88 25.855 281 6.8982 0.502994 0 0 -0.375071 -1.66847 0 0 -3.26696 -14.5327 -0.296944 -1.32093 -0.0254495 -0.0566663 0.43827 0.44265 0.4864 2.1637 0 
35682 45.484 35.88 26.355 126 1.82036 1.05389 0 0 -0.255577 -2.53549 0 0 -1.5781 -15.6558 -0.14368 -1.4254 -0.054803 0.00254649 0.22062 0.227339 0.208 2.06349 0 
35683 45.484 35.88 26.855 0 0 0.886228 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35684 45.484 35.88 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
