GIST Output v4 spacing=0.5000 center=39.484000,35.880000,33.355000 dims=25,31,47 
voxel xcoord ycoord zcoord population g_O g_H dTStrans-dens(kcal/mol/A^3) dTStrans-norm(kcal/mol) dTSorient-dens(kcal/mol/A^3) dTSorient-norm(kcal/mol) dTSsix-dens(kcal/mol/A^3) dTSsix-norm(kcal/mol) Esw-dens(kcal/mol/A^3) Esw-norm(kcal/mol) Eww-dens(kcal/mol/A^3) Eww-norm-unref(kcal/mol) Dipole_x-dens(D/A^3) Dipole_y-dens(D/A^3) Dipole_z-dens(D/A^3) Dipole-dens(D/A^3) neighbor-dens(1/A^3) neighbor-norm order-norm
124 33.484 29.38 36.855 29 0.790419 0.407186 0 0 -0.0227825 -0.982006 0 0 -0.0505476 -2.17877 -0.195395 -8.42221 -0.00987118 -0.0221433 -0.0295317 0.0382085 0.072 3.10345 0 
125 33.484 29.38 37.355 15 0.886228 0.0239521 0 0 -0.0157488 -1.3124 0 0 -0.024995 -2.08292 -0.0967829 -8.06524 -0.0035522 -0.0169885 -0.0145641 0.022657 0.0336 2.8 0 
126 33.484 29.38 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
127 33.484 29.38 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
128 33.484 29.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
129 33.484 29.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
130 33.484 29.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
131 33.484 29.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
132 33.484 29.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
133 33.484 29.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
134 33.484 29.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
135 33.484 29.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
136 33.484 29.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
137 33.484 29.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
138 33.484 29.38 43.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
139 33.484 29.38 44.355 0 0 0.143713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
140 33.484 29.38 44.855 3 0.0958084 0.814371 0 0 -0.000262263 -0.109276 0 0 -0.0116493 -4.85387 -0.0147523 -6.14679 -0.00450795 0.00181917 -0.00136339 0.00504874 0.0064 2.66667 0 
141 33.484 29.88 21.855 35 1.00599 0.982036 0 0 -0.00638498 -0.228035 0 0 -0.00277921 -0.0992574 -0.262519 -9.37567 0.00365767 -0.00143957 0.000987742 0.00405297 0.1504 5.37143 0 
142 33.484 29.88 22.355 34 0.766467 1.22156 0 0 0.00475253 0.174725 0 0 -0.00141339 -0.0519629 -0.260816 -9.58883 0.00161895 -0.000387134 0.00195906 0.00257076 0.1392 5.11765 0 
143 33.484 29.88 22.855 39 1.07784 1.04192 0 0 -0.0108936 -0.349152 0 0 -0.0118174 -0.378762 -0.289484 -9.27833 0.00709866 -0.0163988 0.0112768 0.02113 0.1664 5.33333 0 
144 33.484 29.88 23.355 43 0.958084 1.07784 0 0 0.00375162 0.109059 0 0 -0.00838262 -0.243681 -0.322166 -9.36528 0.00419172 -0.0121704 0.00281444 0.0131762 0.1736 5.04651 0 
145 33.484 29.88 23.855 45 1.07784 1.13772 0 0 0.00010904 0.00302888 0 0 -0.00533195 -0.14811 -0.352516 -9.79211 0.0144068 0.00275284 -6.70526e-05 0.0146676 0.188 5.22222 0 
146 33.484 29.88 24.355 45 0.958084 0.850299 0 0 0.004866 0.135167 0 0 -0.00474922 -0.131923 -0.342388 -9.51077 -0.00579631 -0.00879957 -0.00286171 0.0109187 0.196 5.44444 0 
147 33.484 29.88 24.855 37 1.00599 0.922156 0 0 -0.00390004 -0.131758 0 0 -0.00617475 -0.208606 -0.273456 -9.23836 0.0108613 -0.0106636 -0.00407948 0.0157582 0.1712 5.78378 0 
148 33.484 29.88 25.355 44 1.05389 0.934132 0 0 0.00344701 0.0979263 0 0 -0.00369062 -0.104847 -0.343574 -9.76062 -0.00120352 0.000184516 0.00597816 0.0061009 0.1856 5.27273 0 
149 33.484 29.88 25.855 37 0.91018 0.826347 0 0 -0.00358721 -0.12119 0 0 -0.00395461 -0.133602 -0.264361 -8.93113 0.00620961 0.00171915 -0.00122986 0.00655952 0.1568 5.2973 0 
150 33.484 29.88 26.355 31 0.766467 0.790419 0 0 0.00662495 0.267135 0 0 -0.0079589 -0.320924 -0.233456 -9.41353 -0.00661568 -0.0118445 -0.00141429 0.0136404 0.132 5.32258 0 
151 33.484 29.88 26.855 42 0.982036 1.1497 0 0 0.00582724 0.17343 0 0 -0.00584382 -0.173923 -0.337101 -10.0328 0.00703922 -0.00656611 -0.0071596 0.0119969 0.1776 5.28571 0 
152 33.484 29.88 27.355 30 0.790419 1.01796 0 0 -0.000443123 -0.0184634 0 0 -0.0138314 -0.576308 -0.213032 -8.87634 -0.00428924 -0.016885 0.00613477 0.0184699 0.1272 5.3 0 
153 33.484 29.88 27.855 51 1.1976 1.11377 0 0 -0.000315428 -0.00773107 0 0 -0.0166444 -0.407951 -0.385083 -9.43831 0.00237957 -0.0102671 0.00373331 0.0111809 0.2112 5.17647 0 
154 33.484 29.88 28.355 42 0.958084 1.37725 0 0 -0.00682007 -0.202978 0 0 -0.0169847 -0.505497 -0.326353 -9.71289 -0.00198145 -0.00329911 0.00915212 0.00992833 0.1648 4.90476 0 
155 33.484 29.88 28.855 54 1.24551 1.1018 0 0 -0.00962754 -0.22286 0 0 -0.0131323 -0.303988 -0.386651 -8.95025 0.00602279 -0.0194854 -0.015408 0.025561 0.22 5.09259 0 
156 33.484 29.88 29.355 54 1.22156 0.658683 0 0 0.00532385 0.123237 0 0 -0.0154655 -0.357997 -0.422047 -9.7696 -0.010188 0.0025384 3.45759e-05 0.0104995 0.2256 5.22222 0 
157 33.484 29.88 29.855 29 0.766467 1.02994 0 0 0.00315474 0.13598 0 0 -0.0200845 -0.865709 -0.215107 -9.27183 -0.00267782 -0.00475647 0.0158207 0.0167359 0.1112 4.7931 0 
158 33.484 29.88 30.355 42 0.91018 0.850299 0 0 -0.00942672 -0.280557 0 0 -0.0404189 -1.20294 -0.304776 -9.0707 -0.00778046 -0.00418198 0.0322277 0.0334163 0.1656 4.92857 0 
159 33.484 29.88 30.855 37 0.766467 0.922156 0 0 -0.000873807 -0.0295205 0 0 -0.0390854 -1.32045 -0.263719 -8.90943 -0.0118618 -0.0115226 0.0227953 0.028162 0.1464 4.94595 0 
160 33.484 29.88 31.355 48 0.934132 1.02994 0 0 -0.00637073 -0.165904 0 0 -0.0414336 -1.079 -0.350872 -9.13728 -0.0141297 -0.00996581 0.012871 0.0215552 0.1856 4.83333 0 
161 33.484 29.88 31.855 36 0.790419 0.994012 0 0 -0.00615954 -0.213873 0 0 -0.015038 -0.522152 -0.270353 -9.38727 -0.0171365 0.000326117 -0.0152262 0.022926 0.1368 4.75 0 
162 33.484 29.88 32.355 29 0.694611 1.00599 0 0 -0.00338732 -0.146005 0 0 -0.0111471 -0.480477 -0.207297 -8.93522 0.00742281 -0.00553175 -0.00520322 0.0106194 0.1056 4.55172 0 
163 33.484 29.88 32.855 20 0.359281 0.742515 0 0 -0.00472374 -0.295233 0 0 -0.015516 -0.969753 -0.145317 -9.08231 -0.00571592 0.00529591 -0.00600929 0.00984022 0.0744 4.65 0 
164 33.484 29.88 33.355 27 0.694611 1.07784 0 0 0.00149041 0.0690004 0 0 -0.0374018 -1.73157 -0.188035 -8.70533 -0.00900622 -0.00628453 0.00710663 0.013081 0.084 3.88889 0 
165 33.484 29.88 33.855 50 1.17365 1.80838 0 0 -0.00996095 -0.249024 0 0 -0.0979594 -2.44899 -0.30491 -7.62276 -0.0292773 -0.0036907 0.0114342 0.0316469 0.1544 3.86 0 
166 33.484 29.88 34.355 94 2.27545 0.886228 0 0 -0.0396999 -0.527924 0 0 -0.170335 -2.26509 -0.575684 -7.65537 -0.0405068 0.0194795 -0.00867599 0.0457769 0.2984 3.96809 0 
167 33.484 29.88 34.855 29 0.814371 0.790419 0 0 -0.00980922 -0.422811 0 0 -0.0499981 -2.15509 -0.173596 -7.48257 -0.012438 0.00871943 0.00374402 0.0156445 0.0944 4.06897 0 
168 33.484 29.88 35.355 2 0.0958084 0.634731 0 0 -0.00028253 -0.176582 0 0 -0.00338716 -2.11697 -0.00992336 -6.2021 0.000821713 0.00113129 -0.003427 0.00370126 0.0048 3 0 
169 33.484 29.88 35.855 0 0 0.215569 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
170 33.484 29.88 36.355 0 0 0.143713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
171 33.484 29.88 36.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
172 33.484 29.88 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
173 33.484 29.88 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
174 33.484 29.88 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
175 33.484 29.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
176 33.484 29.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
177 33.484 29.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
178 33.484 29.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
179 33.484 29.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
180 33.484 29.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
181 33.484 29.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
182 33.484 29.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
183 33.484 29.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
184 33.484 29.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
185 33.484 29.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
186 33.484 29.88 44.355 0 0 0.0598802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
187 33.484 29.88 44.855 10 0.11976 0.191617 0 0 -0.00593132 -0.741415 0 0 -0.0554823 -6.93529 -0.0500111 -6.25139 -0.00799937 0.00921545 -0.00344589 0.0126803 0.0264 3.3 0 
188 33.484 30.38 21.855 35 0.646707 0.946108 0 0 0.00115768 0.0413456 0 0 0.000112661 0.00402359 -0.26659 -9.52107 -0.00382665 -0.00195364 -0.00622588 0.00756449 0.1432 5.11429 0 
189 33.484 30.38 22.355 40 0.934132 1.01796 0 0 0.00624467 0.195146 0 0 0.00118194 0.0369355 -0.302806 -9.46267 -0.00520843 -0.000576622 -0.00626542 0.00816797 0.1664 5.2 0 
190 33.484 30.38 22.855 47 1.00599 0.994012 0 0 0.00306602 0.081543 0 0 -0.00768247 -0.204321 -0.363773 -9.67482 -0.000184452 -0.0110316 -0.000208079 0.0110351 0.2128 5.65957 0 
191 33.484 30.38 23.355 44 0.934132 1.02994 0 0 -0.000956681 -0.0271784 0 0 -0.0051454 -0.146176 -0.328618 -9.33574 -0.0156334 -0.0176235 -0.00571434 0.0242414 0.1728 4.90909 0 
192 33.484 30.38 23.855 46 1.34132 1.11377 0 0 0.00356679 0.0969236 0 0 -0.00679368 -0.184611 -0.343002 -9.32069 0.00498575 -0.0109915 -0.00713288 0.0140196 0.2 5.43478 0 
193 33.484 30.38 24.355 45 1.02994 0.934132 0 0 -0.00292341 -0.0812058 0 0 -0.012324 -0.342335 -0.334936 -9.30377 0.00652348 -0.0153687 0.00480363 0.0173732 0.1936 5.37778 0 
194 33.484 30.38 24.855 42 0.838323 0.958084 0 0 0.00573552 0.1707 0 0 -0.00815893 -0.242825 -0.314512 -9.36047 0.00253968 -0.0151783 0.00127103 0.0154417 0.1712 5.09524 0 
195 33.484 30.38 25.355 30 0.57485 0.922156 0 0 0.00733346 0.305561 0 0 -0.00565674 -0.235697 -0.225298 -9.38743 -0.000326141 -0.00740533 0.00090816 0.00746793 0.1208 5.03333 0 
196 33.484 30.38 25.855 34 0.790419 0.898204 0 0 0.00536991 0.197423 0 0 -0.00931408 -0.34243 -0.25634 -9.42425 0.0131446 -0.0106999 -0.00162451 0.0170267 0.1392 5.11765 0 
197 33.484 30.38 26.355 30 0.694611 0.982036 0 0 -0.00105954 -0.0441476 0 0 -0.00457476 -0.190615 -0.232537 -9.68905 0.00728206 -0.00118255 -0.0029646 0.00795083 0.1256 5.23333 0 
198 33.484 30.38 26.855 42 1.1018 1.01796 0 0 -0.00345007 -0.102681 0 0 -0.0197509 -0.587824 -0.33261 -9.89909 -0.0050592 -0.0166152 0.00867463 0.0194142 0.1648 4.90476 0 
199 33.484 30.38 27.355 46 1.22156 1.1976 0 0 -0.00531074 -0.144313 0 0 -0.0197994 -0.538027 -0.351092 -9.54054 -0.0154466 -0.0105656 0.00903645 0.0207819 0.1856 5.04348 0 
200 33.484 30.38 27.855 56 1.29341 1.60479 0 0 -0.00617177 -0.137763 0 0 -0.0213 -0.475446 -0.427382 -9.53977 -0.0136005 -0.0190843 -0.00642731 0.0243001 0.224 5 0 
201 33.484 30.38 28.355 78 1.91617 1.4012 0 0 0.00580314 0.0929991 0 0 -0.0292897 -0.469386 -0.580882 -9.30901 0.00796137 0.00120648 0.00251895 0.00843707 0.308 4.9359 0 
202 33.484 30.38 28.855 66 1.55689 1.36527 0 0 -0.0102367 -0.193876 0 0 -0.0252851 -0.478884 -0.506877 -9.59995 0.00345923 -0.00410591 -0.00127171 0.00551742 0.28 5.30303 0 
203 33.484 30.38 29.355 44 1.1976 1.20958 0 0 -0.00694897 -0.197414 0 0 -0.0210366 -0.597632 -0.316126 -8.98084 -0.00661797 0.00107937 0.00715796 0.00980811 0.1568 4.45455 0 
204 33.484 30.38 29.855 45 1.1497 1.1497 0 0 -0.00936096 -0.260027 0 0 -0.0406526 -1.12924 -0.340389 -9.45524 -0.0118317 -0.00894445 0.0246053 0.02873 0.1704 4.73333 0 
205 33.484 30.38 30.355 69 1.7006 1.04192 0 0 -0.0238957 -0.432893 0 0 -0.0630602 -1.14239 -0.510025 -9.23959 -0.0297701 -0.0119605 0.0293273 0.0434672 0.272 4.92754 0 
206 33.484 30.38 30.855 71 1.50898 1.06587 0 0 -0.030205 -0.531778 0 0 -0.0964338 -1.69778 -0.510629 -8.98995 -0.0303335 -0.0193347 0.0537424 0.0646699 0.26 4.57746 0 
207 33.484 30.38 31.355 56 1.43713 1.38922 0 0 -0.00805192 -0.17973 0 0 -0.0435886 -0.972959 -0.423436 -9.45169 -0.0060004 -0.0103132 0.00525928 0.0130394 0.2048 4.57143 0 
208 33.484 30.38 31.855 48 1.17365 1.85629 0 0 -0.0137717 -0.358639 0 0 -0.0128807 -0.335436 -0.355067 -9.24653 0.0113381 -0.00874465 -0.0182591 0.0232038 0.1672 4.35417 0 
209 33.484 30.38 32.355 24 0.622755 1.25749 0 0 -0.00120356 -0.0626854 0 0 -0.0153494 -0.799449 -0.180926 -9.42322 0.00267381 -0.00900427 -0.00368704 0.0100906 0.0792 4.125 0 
210 33.484 30.38 32.855 11 0.287425 0.718563 0 0 -0.00683289 -0.776465 0 0 -0.0144631 -1.64353 -0.0736667 -8.37122 -0.00813542 -0.000946999 0.000994342 0.00825049 0.04 4.54545 0 
211 33.484 30.38 33.355 2 0.0958084 0.586826 0 0 0.00102342 0.639635 0 0 -0.00315606 -1.97254 -0.0113211 -7.07569 -0.00029889 0.000584094 0.000258854 0.000705341 0.0056 3.5 0 
212 33.484 30.38 33.855 10 0.263473 0.682635 0 0 -0.00293941 -0.367427 0 0 -0.0280598 -3.50748 -0.0473276 -5.91595 -0.00652292 0.00335395 0.00546448 0.00914647 0.0272 3.4 0 
213 33.484 30.38 34.355 8 0.143713 0.646707 0 0 -0.00389749 -0.608982 0 0 -0.0226159 -3.53373 -0.0448196 -7.00307 -0.00354684 0.00589905 0.00492919 0.00846616 0.024 3.75 0 
214 33.484 30.38 34.855 0 0 0.299401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
215 33.484 30.38 35.355 0 0 0.0838323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
216 33.484 30.38 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
217 33.484 30.38 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
218 33.484 30.38 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
219 33.484 30.38 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
220 33.484 30.38 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
221 33.484 30.38 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
222 33.484 30.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
223 33.484 30.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
224 33.484 30.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
225 33.484 30.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
226 33.484 30.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
227 33.484 30.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
228 33.484 30.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
229 33.484 30.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
230 33.484 30.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
231 33.484 30.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
232 33.484 30.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
233 33.484 30.38 44.355 0 0 0.0958084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
234 33.484 30.38 44.855 1 0.0239521 1.30539 0 0 0 0 0 0 -0.00342135 -4.27669 -0.00484351 -6.05439 -0.000124015 0.00175933 -0.000644919 0.00187791 0.0024 3 0 
235 33.484 30.88 21.855 53 1.24551 0.898204 0 0 -0.001465 -0.0345519 0 0 -0.00525728 -0.123993 -0.394633 -9.30738 0.00205586 -0.00817403 -0.00109049 0.00849885 0.2168 5.11321 0 
236 33.484 30.88 22.355 40 0.91018 1.29341 0 0 0.000684824 0.0214007 0 0 -0.00430836 -0.134636 -0.296102 -9.25318 0.00792859 -0.00228645 -0.00456828 0.00943184 0.1792 5.6 0 
237 33.484 30.88 22.855 47 1.12575 1.16168 0 0 -0.00616588 -0.163986 0 0 -0.011829 -0.314601 -0.340839 -9.06487 0.0209729 -0.0121072 -0.000916087 0.024234 0.192 5.10638 0 
238 33.484 30.88 23.355 62 1.58084 1.12575 0 0 -0.00988715 -0.199338 0 0 -0.00792521 -0.159782 -0.473817 -9.55277 0.004947 -0.0108391 -0.00530444 0.0130421 0.2568 5.17742 0 
239 33.484 30.88 23.855 55 1.26946 0.814371 0 0 3.11395e-05 0.000707716 0 0 -0.00832394 -0.189181 -0.415697 -9.44766 0.0021309 -0.00319738 0.00190503 0.00428872 0.2312 5.25455 0 
240 33.484 30.88 24.355 43 1.00599 0.946108 0 0 -0.00145568 -0.0423163 0 0 -0.00589006 -0.171223 -0.332249 -9.65841 -0.00921454 -0.012122 -0.00952363 0.0179597 0.1856 5.39535 0 
241 33.484 30.88 24.855 26 0.766467 0.670659 0 0 0.00246106 0.11832 0 0 -0.00524267 -0.252052 -0.19886 -9.56057 3.29533e-05 -0.00695746 -0.000952451 0.00702243 0.1104 5.30769 0 
242 33.484 30.88 25.355 39 0.862275 0.814371 0 0 0.0033606 0.107712 0 0 -0.010202 -0.326987 -0.301845 -9.67453 0.00769561 -0.0110876 -0.00239195 0.0137069 0.1664 5.33333 0 
243 33.484 30.88 25.855 40 0.958084 0.946108 0 0 -0.00348115 -0.108786 0 0 -0.0150631 -0.470722 -0.297063 -9.28321 -0.00329578 -0.0195036 -0.00428959 0.0202399 0.1648 5.15 0 
244 33.484 30.88 26.355 48 1.12575 1.02994 0 0 -0.00456519 -0.118885 0 0 -0.0177849 -0.463147 -0.363425 -9.46419 0.00187688 -0.00202636 0.0111703 0.0115067 0.188 4.89583 0 
245 33.484 30.88 26.855 52 1.22156 1.20958 0 0 -0.00384622 -0.0924572 0 0 -0.0165788 -0.398529 -0.378789 -9.10551 0.00296014 -0.00649445 -0.00334043 0.00788028 0.2008 4.82692 0 
246 33.484 30.88 27.355 67 1.53293 1.26946 0 0 -0.0135912 -0.253568 0 0 -0.0355531 -0.663304 -0.477854 -8.91519 -0.0124938 -0.0283067 0.00264642 0.0310543 0.2528 4.71642 0 
247 33.484 30.88 27.855 75 1.77246 1.29341 0 0 -0.00829813 -0.138302 0 0 -0.0340468 -0.567446 -0.555088 -9.25146 -0.0110279 -0.0225428 -0.000567186 0.0251021 0.3008 5.01333 0 
248 33.484 30.88 28.355 74 2.05988 1.26946 0 0 -0.0043481 -0.0734477 0 0 -0.0256181 -0.432738 -0.536491 -9.06235 -0.0103775 -0.0106909 0.00141201 0.0149661 0.2888 4.87838 0 
249 33.484 30.88 28.855 65 1.53293 0.97006 0 0 -0.0042843 -0.0823905 0 0 -0.0139503 -0.268275 -0.487265 -9.37047 0.00131085 -0.0137708 -0.00634322 0.0152181 0.2488 4.78462 0 
250 33.484 30.88 29.355 38 0.934132 0.922156 0 0 0.000184506 0.00606929 0 0 -0.0157831 -0.51918 -0.270991 -8.91418 -0.00553463 -0.0112684 -0.00265868 0.0128326 0.1432 4.71053 0 
251 33.484 30.88 29.855 61 1.48503 1.23353 0 0 -0.015121 -0.309856 0 0 -0.0516892 -1.05921 -0.455627 -9.33661 -0.015009 -0.0153196 0.0272272 0.0346595 0.2256 4.62295 0 
252 33.484 30.88 30.355 108 2.58683 1.61677 0 0 -0.0571158 -0.661063 0 0 -0.120674 -1.39669 -0.787538 -9.11502 -0.0670617 -0.033588 0.0515694 0.0910211 0.3848 4.4537 0 
253 33.484 30.88 30.855 86 1.96407 1.59281 0 0 -0.0355065 -0.516083 0 0 -0.114795 -1.66853 -0.598396 -8.69762 -0.0329324 -0.0341487 0.0419384 0.0633206 0.292 4.24419 0 
254 33.484 30.88 31.355 82 1.84431 2.01198 0 0 -0.0418837 -0.63847 0 0 -0.0934242 -1.42415 -0.591464 -9.01622 -0.0328711 -0.0427814 0.00152995 0.0539731 0.2672 4.07317 0 
255 33.484 30.88 31.855 69 1.46108 2.33533 0 0 -0.0216623 -0.392432 0 0 -0.0481647 -0.872548 -0.50494 -9.14746 -0.00437428 -0.0323126 -0.017996 0.0372437 0.2352 4.26087 0 
256 33.484 30.88 32.355 4 0.191617 1.05389 0 0 -0.000585644 -0.183014 0 0 -0.000802772 -0.250866 -0.0208117 -6.50367 -0.000561729 -0.00273311 -0.000269851 0.00280326 0.0136 4.25 0 
257 33.484 30.88 32.855 0 0 0.179641 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
258 33.484 30.88 33.355 0 0 0.11976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
259 33.484 30.88 33.855 0 0 0.0958084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
260 33.484 30.88 34.355 0 0 0.155689 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
261 33.484 30.88 34.855 0 0 0.131737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
262 33.484 30.88 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
263 33.484 30.88 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
264 33.484 30.88 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
265 33.484 30.88 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
266 33.484 30.88 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
267 33.484 30.88 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
268 33.484 30.88 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
269 33.484 30.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
270 33.484 30.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
271 33.484 30.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
272 33.484 30.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
273 33.484 30.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
274 33.484 30.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
275 33.484 30.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
276 33.484 30.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
277 33.484 30.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
278 33.484 30.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
279 33.484 30.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
280 33.484 30.88 44.355 0 0 0.335329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
281 33.484 30.88 44.855 0 0 14.3952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
282 33.484 31.38 21.855 43 1.07784 1.13772 0 0 0.00529335 0.153876 0 0 -0.00939037 -0.272976 -0.324904 -9.44488 0.00257265 -0.0172049 0.00546064 0.0182331 0.1816 5.27907 0 
283 33.484 31.38 22.355 39 1.02994 0.946108 0 0 0.00602779 0.193198 0 0 -0.00588304 -0.188559 -0.286264 -9.17513 0.00585499 -0.00868378 -0.00830762 0.0133681 0.176 5.64103 0 
284 33.484 31.38 22.855 40 0.814371 0.994012 0 0 -0.0050715 -0.158484 0 0 -0.0109569 -0.342405 -0.30602 -9.56311 0.00625929 -0.0196213 -0.00523293 0.0212499 0.168 5.25 0 
285 33.484 31.38 23.355 41 1.07784 0.838323 0 0 0.00179417 0.0547003 0 0 -0.00711942 -0.217056 -0.312028 -9.51305 0.00656349 -0.00627057 0.00292672 0.00953757 0.1688 5.14634 0 
